Samples	997	1170	50.9609	0.7254	41.6202	0.6306
Samples	997	1170	51.4311	0.6067	42.1104	0.5806
Samples	997	1170	51.9137	0.5319	42.6054	0.5963
Samples	997	1170	52.3905	0.4145	43.1014	0.5586
Samples	997	1170	52.8742	0.3343	43.5991	0.5505
Samples	997	1170	53.3615	0.2855	44.0940	0.5892
Samples	997	1170	53.8519	0.2445	44.5907	0.6262
Samples	997	1170	54.3177	0.0920	45.0843	0.5854
Samples	997	1170	54.8026	0.0145	45.5821	0.5755
Samples	997	1170	55.2773	-0.1069	46.0781	0.5682
Samples	997	1170	55.7363	-0.2876	46.5705	0.4839
Samples	997	1170	56.1987	-0.4508	47.0601	0.3996
Samples	997	1170	56.6674	-0.5907	47.5467	0.3047
Samples	997	1170	57.1552	-0.6646	48.0462	0.3085
Samples	997	1170	57.6312	-0.7928	48.5427	0.2592
Samples	997	1170	58.1151	-0.8868	49.0415	0.2425
Samples	997	1170	58.6033	-0.9595	49.5413	0.2493
Samples	1003	1175	58.5272	-1.0047	49.4663	0.1904
Samples	1003	1175	58.9816	-1.1251	49.9200	0.1475
Samples	1003	1175	59.4505	-1.1878	50.3793	0.1649
Samples	1003	1175	59.9205	-1.2716	50.8432	0.1565
Samples	1026	1202	59.9165	-1.2766	50.8432	0.1565
Samples	1026	1202	60.4165	-1.2521	51.3155	0.2502
Samples	1026	1202	60.8524	-1.5075	51.7454	0.0276
Samples	1026	1202	61.3141	-1.7086	52.1945	-0.1582
Samples	1026	1202	61.8192	-1.6462	52.6797	-0.0786
Samples	1026	1202	62.3069	-1.4901	53.1422	0.0956
Samples	1026	1202	62.8131	-1.4507	53.6273	0.1604
Samples	1026	1202	63.3177	-1.5520	54.1139	0.0573
Samples	1026	1202	63.8120	-1.6901	54.5865	-0.0936
Samples	1026	1202	64.2812	-1.9003	55.0319	-0.3144
Samples	1026	1202	64.7732	-2.0399	55.5008	-0.4693
Samples	1026	1202	65.2790	-2.0321	55.9878	-0.4730
Samples	1026	1202	65.7849	-1.9885	56.4763	-0.4383
Samples	1026	1202	66.2986	-1.9527	56.9736	-0.4152
Samples	1026	1202	66.8075	-1.9717	57.4639	-0.4735
