Samples	1128	1124	76.8310	-1.8113	73.1815	-1.9855
Samples	1128	1124	77.3115	-1.8545	73.6705	-2.0186
Samples	1128	1124	77.7914	-1.9022	74.1596	-2.0517
Samples	1128	1124	78.2729	-1.9304	74.6486	-2.0848
Samples	1128	1124	78.7542	-1.9618	75.1376	-2.1179
Samples	1128	1124	79.2347	-2.0030	75.6267	-2.1510
Samples	1128	1124	79.7133	-2.0640	76.1157	-2.1841
Samples	1128	1124	80.1936	-2.0954	76.6053	-2.2047
Samples	1128	1124	80.6756	-2.1042	77.0952	-2.2198
Samples	1128	1124	81.1576	-2.1208	77.5852	-2.2348
Samples	1128	1124	81.6375	-2.1671	78.0751	-2.2499
Samples	1128	1124	82.1186	-2.1997	78.5651	-2.2495
Samples	1128	1124	82.6006	-2.2012	79.0552	-2.2426
Samples	1128	1124	83.0826	-2.1878	79.5453	-2.2356
Samples	1128	1124	83.5645	-2.2030	80.0354	-2.2286
Samples	1128	1124	84.0467	-2.1902	80.5255	-2.2245
Samples	1128	1124	84.5283	-2.1634	81.0157	-2.2219
Samples	1128	1124	85.0093	-2.1272	81.5058	-2.2194
Samples	1128	1124	85.4914	-2.1138	81.9960	-2.2168
Samples	1128	1124	85.9690	-2.0517	82.4861	-2.2143
Samples	1128	1124	86.4468	-1.9892	82.9762	-2.2118
Samples	1128	1124	86.9270	-1.9439	83.4664	-2.2111
Samples	1128	1124	87.4073	-1.9003	83.9565	-2.2104
Samples	1128	1124	87.8874	-1.9331	84.4467	-2.2098
Samples	1128	1124	88.3688	-1.9613	84.9368	-2.2091
Samples	1128	1124	88.8507	-1.9494	85.4270	-2.2084
Samples	1128	1124	89.3317	-1.9136	85.9161	-2.1897
Samples	1128	1124	89.8115	-1.8637	86.4034	-2.1370
Samples	1128	1124	90.2903	-1.8063	86.8907	-2.0843
Samples	1128	1124	90.7723	-1.8232	87.3788	-2.0634
Samples	1128	1124	91.2490	-1.8934	87.8680	-2.0931
Samples	1128	1124	91.7237	-1.9664	88.3573	-2.1227
Samples	1128	1124	92.2053	-1.9552	88.8433	-2.0851
Samples	1128	1124	92.6869	-1.9325	89.3275	-2.0088
Samples	354	488	92.6869	-1.9325	89.3275	-2.0088
Samples	354	488	93.1770	-1.9350	89.8109	-1.9975
Samples	354	488	93.6683	-1.9596	90.2942	-1.9862
Samples	354	488	94.1575	-1.9873	90.7776	-1.9748
