Samples	1120	1116	69.5527	-2.3426	66.0250	-2.6269
Samples	1120	1116	70.0459	-2.3710	66.5238	-2.6450
Samples	1120	1116	70.5386	-2.4038	67.0221	-2.6681
Samples	1120	1116	71.0325	-2.4151	67.5212	-2.6667
Samples	1120	1116	71.5261	-2.4316	68.0201	-2.6736
Samples	1120	1116	72.0191	-2.4597	68.5188	-2.6883
Samples	1120	1116	72.5109	-2.5073	69.0166	-2.7250
Samples	1120	1116	73.0031	-2.5116	69.5139	-2.7213
Samples	1120	1116	73.4970	-2.5113	70.0126	-2.7082
Samples	1120	1116	73.9905	-2.5056	70.5109	-2.6907
Samples	1120	1116	74.4825	-2.5488	71.0089	-2.7239
Samples	1120	1116	74.9764	-2.5599	71.5079	-2.7271
Samples	1120	1116	75.4691	-2.5320	72.0051	-2.6901
Samples	1120	1116	75.9616	-2.5220	72.5026	-2.6736
Samples	1120	1116	76.4552	-2.5054	73.0008	-2.6471
Samples	1120	1116	76.9486	-2.5160	73.4994	-2.6511
Samples	1120	1116	77.4416	-2.5443	73.9979	-2.6721
Samples	1120	1116	77.9353	-2.5604	74.4968	-2.6839
Samples	1120	1116	78.4274	-2.6029	74.9942	-2.7221
Samples	1120	1116	78.9210	-2.5926	75.4928	-2.7059
Samples	1120	1116	79.4146	-2.5822	75.9914	-2.6990
Samples	1120	1116	79.9082	-2.5963	76.4902	-2.7070
Samples	1120	1116	80.4021	-2.6018	76.9893	-2.7112
Samples	1120	1116	80.8948	-2.6348	77.4870	-2.7460
Samples	1120	1116	81.3882	-2.6545	77.9857	-2.7615
Samples	1120	1116	81.8812	-2.6364	78.4842	-2.7455
Samples	1120	1116	82.3725	-2.5840	78.9827	-2.7196
Samples	1120	1116	82.8623	-2.5208	79.4801	-2.6803
Samples	1120	1116	83.3501	-2.4427	79.9766	-2.6306
Samples	1120	1116	83.8430	-2.4360	80.4745	-2.6542
Samples	1120	1116	84.3349	-2.4782	80.9689	-2.7206
Samples	1120	1116	84.8250	-2.5157	81.4626	-2.7768
Samples	1120	1116	85.3142	-2.4571	81.9594	-2.7441
Samples	1120	1116	85.8031	-2.3924	82.4534	-2.6847
