Samples	1124	1120	73.1815	-1.9855	69.5527	-2.3426
Samples	1124	1120	73.6705	-2.0186	70.0459	-2.3710
Samples	1124	1120	74.1596	-2.0517	70.5386	-2.4038
Samples	1124	1120	74.6486	-2.0848	71.0325	-2.4151
Samples	1124	1120	75.1376	-2.1179	71.5261	-2.4316
Samples	1124	1120	75.6267	-2.1510	72.0191	-2.4597
Samples	1124	1120	76.1157	-2.1841	72.5109	-2.5073
Samples	1124	1120	76.6053	-2.2047	73.0031	-2.5116
Samples	1124	1120	77.0952	-2.2198	73.4970	-2.5113
Samples	1124	1120	77.5852	-2.2348	73.9905	-2.5056
Samples	1124	1120	78.0751	-2.2499	74.4825	-2.5488
Samples	1124	1120	78.5651	-2.2495	74.9764	-2.5599
Samples	1124	1120	79.0552	-2.2426	75.4691	-2.5320
Samples	1124	1120	79.5453	-2.2356	75.9616	-2.5220
Samples	1124	1120	80.0354	-2.2286	76.4552	-2.5054
Samples	1124	1120	80.5255	-2.2245	76.9486	-2.5160
Samples	1124	1120	81.0157	-2.2219	77.4416	-2.5443
Samples	1124	1120	81.5058	-2.2194	77.9353	-2.5604
Samples	1124	1120	81.9960	-2.2168	78.4274	-2.6029
Samples	1124	1120	82.4861	-2.2143	78.9210	-2.5926
Samples	1124	1120	82.9762	-2.2118	79.4146	-2.5822
Samples	1124	1120	83.4664	-2.2111	79.9082	-2.5963
Samples	1124	1120	83.9565	-2.2104	80.4021	-2.6018
Samples	1124	1120	84.4467	-2.2098	80.8948	-2.6348
Samples	1124	1120	84.9368	-2.2091	81.3882	-2.6545
Samples	1124	1120	85.4270	-2.2084	81.8812	-2.6364
Samples	1124	1120	85.9161	-2.1897	82.3725	-2.5840
Samples	1124	1120	86.4034	-2.1370	82.8623	-2.5208
Samples	1124	1120	86.8907	-2.0843	83.3501	-2.4427
Samples	1124	1120	87.3788	-2.0634	83.8430	-2.4360
Samples	1124	1120	87.8680	-2.0931	84.3349	-2.4782
Samples	1124	1120	88.3573	-2.1227	84.8250	-2.5157
Samples	1124	1120	88.8433	-2.0851	85.3142	-2.4571
Samples	1124	1120	89.3275	-2.0088	85.8031	-2.3924
Samples	488	174	89.3275	-2.0088	85.8031	-2.3924
Samples	488	174	89.8109	-1.9975	86.2881	-2.3496
Samples	488	174	90.2942	-1.9862	86.7766	-2.3329
Samples	488	174	90.7776	-1.9748	87.2627	-2.3128
Samples	488	174	91.2610	-1.9635	87.7527	-2.3000
Samples	488	174	91.7428	-1.9241	88.2424	-2.2961
Samples	488	174	92.2249	-1.8945	88.7269	-2.2398
Samples	488	174	92.7084	-1.8973	89.2169	-2.2446
Samples	488	174	93.1913	-1.9135	89.7063	-2.2169
Samples	488	174	93.6730	-1.9544	90.1926	-2.2723
Samples	488	174	94.1559	-1.9760	90.6819	-2.2832
Samples	488	174	94.6392	-1.9911	91.1702	-2.2577
Samples	488	174	95.1220	-2.0146	91.6587	-2.2989
Samples	488	174	95.6043	-2.0495	92.1465	-2.3482
Samples	488	174	96.0868	-2.0790	92.6350	-2.3620
Samples	488	174	96.5700	-2.0957	93.1228	-2.3880
Samples	488	174	97.0520	-2.0662	93.6109	-2.3425
Samples	488	174	97.5335	-2.0229	94.1003	-2.3117
Samples	488	174	98.0164	-2.0037	94.5904	-2.3092
Samples	488	174	98.4956	-1.9440	95.0757	-2.2439
Samples	488	174	98.9701	-1.8515	95.5494	-2.1182
Samples	492	525	98.9701	-1.8515	95.4860	-2.1370
Samples	492	525	99.4249	-1.7476	95.9398	-1.9895
Samples	492	525	99.8706	-1.5585	96.3935	-1.8421
Samples	492	525	100.3191	-1.3793	96.8461	-1.6910
Samples	496+500	529+530	100.3191	-1.3793	96.8461	-1.6910
Samples	496+500	529+530	100.7188	-1.1099	97.2388	-1.4165
Samples	496+500	529+530	101.1927	-1.1213	97.7058	-1.4112
Samples	496+500	529+530	101.6671	-1.0819	98.1744	-1.3781
Samples	496+500	529+530	102.0690	-0.8053	98.5758	-1.1043
Samples	496+500	529+530	102.4468	-0.4949	98.9509	-0.7926
Samples	496+500	529+530	102.8491	-0.2254	99.3395	-0.5004
Samples	496+500	529+530	103.3178	-0.0939	99.8030	-0.3490
Samples	496+500	529+530	103.7984	-0.0163	100.2838	-0.2599
Samples	496+500	529+530	104.2870	-0.0345	100.7707	-0.2927
Samples	496+500	529+530	104.7725	-0.0288	101.2594	-0.2741
Samples	496+500	529+530	105.2396	0.1159	101.7153	-0.1270
Samples	496+500	529+530	105.7066	0.2605	102.1270	0.1292
Samples	496+500	529+530	106.1701	0.4136	102.5751	0.3243
Samples	496+500	529+530	106.6005	0.6454	103.0403	0.4532
Samples	496+500	529+530	106.8638	1.0310	103.4606	0.7011
Samples	496+500	529+530	107.2059	1.2914	103.8346	1.0161
Samples	496+500	529+530	107.6581	1.4651	104.2302	1.2971
Samples	496+500	529+530	108.1293	1.5954	104.7193	1.3013
Samples	496+500	529+530	108.6169	1.6161	105.2086	1.3118
Samples	496+500	529+530	109.1022	1.5786	105.6918	1.2507
Samples	496+500	529+530	109.5793	1.6685	106.1711	1.3380
Samples	496+500	529+530	110.0469	1.8111	106.6379	1.4846
